0.000000,Main.c,L_string,Game Start
0.000000,GameStateStack.c,L_StatePush,ShipSelect
0.027439,Engine.c,L_time,0.027439,0.027439,0.027439,1.000000
0.059033,Engine.c,L_time,0.059033,0.059033,0.031594,1.000000
0.076395,Engine.c,L_time,0.076395,0.076395,0.017362,1.000000
0.093319,Engine.c,L_time,0.093319,0.093319,0.016924,1.000000
0.110097,Engine.c,L_time,0.110097,0.110097,0.016777,1.000000
0.127295,Engine.c,L_time,0.127295,0.127295,0.017199,1.000000
0.144273,Engine.c,L_time,0.144273,0.144273,0.016977,1.000000
0.161812,Engine.c,L_time,0.161812,0.161812,0.017539,1.000000
0.178487,Engine.c,L_time,0.178487,0.178487,0.016676,1.000000
0.195379,Engine.c,L_time,0.195379,0.195379,0.016892,1.000000
0.212337,Engine.c,L_time,0.212337,0.212337,0.016958,1.000000
0.230675,Engine.c,L_time,0.230675,0.230675,0.018338,1.000000
0.248058,Engine.c,L_time,0.248058,0.248058,0.017383,1.000000
0.264865,Engine.c,L_time,0.264865,0.264865,0.016807,1.000000
0.281765,Engine.c,L_time,0.281765,0.281765,0.016900,1.000000
0.299643,Engine.c,L_time,0.299643,0.299643,0.017878,1.000000
0.316578,Engine.c,L_time,0.316578,0.316578,0.016936,1.000000
0.333291,Engine.c,L_time,0.333291,0.333291,0.016712,1.000000
0.350083,Engine.c,L_time,0.350083,0.350083,0.016792,1.000000
0.366889,Engine.c,L_time,0.366889,0.366889,0.016806,1.000000
0.383692,Engine.c,L_time,0.383692,0.383692,0.016803,1.000000
0.400540,Engine.c,L_time,0.400540,0.400540,0.016848,1.000000
0.417347,Engine.c,L_time,0.417347,0.417347,0.016807,1.000000
0.434162,Engine.c,L_time,0.434162,0.434162,0.016815,1.000000
0.451028,Engine.c,L_time,0.451028,0.451028,0.016866,1.000000
0.467916,Engine.c,L_time,0.467916,0.467916,0.016887,1.000000
0.484710,Engine.c,L_time,0.484710,0.484710,0.016794,1.000000
0.501525,Engine.c,L_time,0.501525,0.501525,0.016815,1.000000
0.518349,Engine.c,L_time,0.518349,0.518349,0.016824,1.000000
0.535179,Engine.c,L_time,0.535179,0.535179,0.016830,1.000000
0.552550,Engine.c,L_time,0.552550,0.552550,0.017371,1.000000
0.569226,Engine.c,L_time,0.569226,0.569226,0.016676,1.000000
0.585908,Engine.c,L_time,0.585908,0.585908,0.016682,1.000000
0.602576,Engine.c,L_time,0.602576,0.602576,0.016668,1.000000
0.619418,Engine.c,L_time,0.619418,0.619418,0.016842,1.000000
0.636096,Engine.c,L_time,0.636096,0.636096,0.016678,1.000000
0.652770,Engine.c,L_time,0.652770,0.652770,0.016674,1.000000
0.669653,Engine.c,L_time,0.669653,0.669653,0.016883,1.000000
0.686326,Engine.c,L_time,0.686326,0.686326,0.016673,1.000000
0.703001,Engine.c,L_time,0.703001,0.703001,0.016675,1.000000
0.719817,Engine.c,L_time,0.719817,0.719817,0.016816,1.000000
0.736489,Engine.c,L_time,0.736489,0.736489,0.016672,1.000000
0.753167,Engine.c,L_time,0.753167,0.753167,0.016678,1.000000
0.769854,Engine.c,L_time,0.769854,0.769854,0.016686,1.000000
0.786626,Engine.c,L_time,0.786626,0.786626,0.016772,1.000000
0.803676,Engine.c,L_time,0.803676,0.803676,0.017050,1.000000
0.820330,Engine.c,L_time,0.820330,0.820330,0.016654,1.000000
0.836989,Engine.c,L_time,0.836989,0.836989,0.016659,1.000000
0.853666,Engine.c,L_time,0.853666,0.853666,0.016677,1.000000
0.870446,Engine.c,L_time,0.870446,0.870446,0.016780,1.000000
0.887122,Engine.c,L_time,0.887122,0.887122,0.016676,1.000000
0.903801,Engine.c,L_time,0.903801,0.903801,0.016679,1.000000
