1.738930,LevelState.c,L_string,Level Start
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,5,L_TeamEnemy,3130.22,-5268.41
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,11,L_TeamEnemy,2943.91,-4911.07
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,17,L_TeamEnemy,3090.61,-5218.23
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,23,L_TeamEnemy,2992.89,-5214.91
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,29,L_TeamEnemy,2883.46,-5186.22
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,35,L_TeamEnemy,3024.39,-5137.42
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,41,L_TeamEnemy,2983.03,-5168.68
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,47,L_TeamEnemy,3043.17,-4957.48
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,53,L_TeamEnemy,3059.16,-4884.41
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,59,L_TeamEnemy,3120.4,-5025.05
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,65,L_TeamEnemy,3135.52,-5010.77
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,71,L_TeamEnemy,3117.89,-5185.92
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,77,L_TeamEnemy,3208.02,-5106.46
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,83,L_TeamEnemy,2953.82,-5186.98
1.738930,LevelGenNormal.c,L_spawn,EnemyCapitalShip,89,L_TeamEnemy,2935.84,-5158.61
1.755578,Engine.c,L_time,1.755578,1.755578,0.016648,1.000000
1.772254,Engine.c,L_time,1.772254,1.772254,0.016677,1.000000
1.788948,Engine.c,L_time,1.788948,1.788948,0.016694,1.000000
1.805596,Engine.c,L_time,1.805596,1.805596,0.016648,1.000000
1.822287,Engine.c,L_time,1.822287,1.822287,0.016691,1.000000
1.838984,Engine.c,L_time,1.838984,1.838984,0.016697,1.000000
1.855641,Engine.c,L_time,1.855641,1.855641,0.016656,1.000000
1.872312,Engine.c,L_time,1.872312,1.872312,0.016671,1.000000
1.889000,Engine.c,L_time,1.889000,1.889000,0.016688,1.000000
1.905656,Engine.c,L_time,1.905656,1.905656,0.016656,1.000000
1.922328,Engine.c,L_time,1.922328,1.922328,0.016672,1.000000
1.939015,Engine.c,L_time,1.939015,1.939015,0.016687,1.000000
1.955676,Engine.c,L_time,1.955676,1.955676,0.016661,1.000000
1.972355,Engine.c,L_time,1.972355,1.972355,0.016679,1.000000
1.989035,Engine.c,L_time,1.989035,1.989035,0.016680,1.000000
2.005706,Engine.c,L_time,2.005706,2.005706,0.016671,1.000000
2.022378,Engine.c,L_time,2.022378,2.022378,0.016672,1.000000
2.039060,Engine.c,L_time,2.039060,2.039060,0.016682,1.000000
2.055730,Engine.c,L_time,2.055730,2.055730,0.016669,1.000000
2.072401,Engine.c,L_time,2.072401,2.072401,0.016671,1.000000
2.089095,Engine.c,L_time,2.089095,2.089095,0.016694,1.000000
2.105766,Engine.c,L_time,2.105766,2.105766,0.016671,1.000000
2.122437,Engine.c,L_time,2.122437,2.122437,0.016671,1.000000
2.139124,Engine.c,L_time,2.139124,2.139124,0.016687,1.000000
2.155780,Engine.c,L_time,2.155780,2.155780,0.016656,1.000000
2.172808,Engine.c,L_time,2.172808,2.172808,0.017028,1.000000
2.189162,Engine.c,L_time,2.189162,2.189162,0.016354,1.000000
2.205806,Engine.c,L_time,2.205806,2.205806,0.016645,1.000000
2.222479,Engine.c,L_time,2.222479,2.222479,0.016673,1.000000
2.239164,Engine.c,L_time,2.239164,2.239164,0.016685,1.000000
2.255826,Engine.c,L_time,2.255826,2.255826,0.016662,1.000000
2.272498,Engine.c,L_time,2.272498,2.272498,0.016672,1.000000
2.289168,Engine.c,L_time,2.289168,2.289168,0.016670,1.000000
2.305837,Engine.c,L_time,2.305837,2.305837,0.016669,1.000000
2.322509,Engine.c,L_time,2.322509,2.322509,0.016672,1.000000
2.339198,Engine.c,L_time,2.339198,2.339198,0.016689,1.000000
2.355860,Engine.c,L_time,2.355860,2.355860,0.016662,1.000000
2.372530,Engine.c,L_time,2.372530,2.372530,0.016671,1.000000
2.389205,Engine.c,L_time,2.389205,2.389205,0.016674,1.000000
2.405878,Engine.c,L_time,2.405878,2.405878,0.016673,1.000000
2.422547,Engine.c,L_time,2.422547,2.422547,0.016670,1.000000
2.439220,Engine.c,L_time,2.439220,2.439220,0.016673,1.000000
2.455891,Engine.c,L_time,2.455891,2.455891,0.016671,1.000000
2.472565,Engine.c,L_time,2.472565,2.472565,0.016673,1.000000
2.489236,Engine.c,L_time,2.489236,2.489236,0.016671,1.000000
2.505908,Engine.c,L_time,2.505908,2.505908,0.016671,1.000000
2.522579,Engine.c,L_time,2.522579,2.522579,0.016672,1.000000
2.539250,Engine.c,L_time,2.539250,2.539250,0.016670,1.000000
