Time,CppFile,LogType,SourceType,SourceID,Team,Weapon,Damage,DestinationType,DestinationID,X,Y
4.983204,Engine.c,L_time,4.983204,4.983204,0.016673,1,,,,,
5.000227,Engine.c,L_time,5.000227,5.000227,0.017023,1,,,,,
5.016545,Engine.c,L_time,5.016545,5.016545,0.016318,1,,,,,
5.033232,Engine.c,L_time,5.033232,5.033232,0.016686,1,,,,,
5.04993,Engine.c,L_time,5.04993,5.04993,0.016698,1,,,,,
5.066599,Engine.c,L_time,5.066599,5.066599,0.01667,1,,,,,
5.08328,Engine.c,L_time,5.08328,5.08328,0.01668,1,,,,,
5.100106,Engine.c,L_time,5.100106,5.100106,0.016826,1,,,,,
5.116744,Engine.c,L_time,5.116744,5.116744,0.016638,1,,,,,
5.133713,Engine.c,L_time,5.133713,5.133713,0.016969,1,,,,,
5.163117,Engine.c,L_time,5.163117,5.163117,0.029404,1,,,,,
5.163117,Engine.c,L_transform,PlayerType4,253,-4727.907715,8670.597656,0,,,,
5.17981,Engine.c,L_time,5.17981,5.17981,0.016693,1,,,,,
5.196459,Engine.c,L_time,5.196459,5.196459,0.016649,1,,,,,
5.213129,Engine.c,L_time,5.213129,5.213129,0.016669,1,,,,,
5.229813,Engine.c,L_time,5.229813,5.229813,0.016685,1,,,,,
5.246481,Engine.c,L_time,5.246481,5.246481,0.016668,1,,,,,
5.246481,Engine.c,L_transform,PlayerType4,253,-4726.1875,8670.606445,0.024828,,,,
5.263153,Engine.c,L_time,5.263153,5.263153,0.016672,1,,,,,
5.279875,Engine.c,L_time,5.279875,5.279875,0.016722,1,,,,,
5.308202,Engine.c,L_time,5.308202,5.308202,0.028328,1,,,,,
5.325069,Engine.c,L_time,5.325069,5.325069,0.016867,1,,,,,
5.341756,Engine.c,L_time,5.341756,5.341756,0.016686,1,,,,,
5.341756,Engine.c,L_transform,PlayerType4,253,-4715.110352,8670.919922,0.080624,,,,
5.358407,Engine.c,L_time,5.358407,5.358407,0.016651,1,,,,,
5.375079,Engine.c,L_time,5.375079,5.375079,0.016672,1,,,,,
5.39175,Engine.c,L_time,5.39175,5.39175,0.016671,1,,,,,
5.40842,Engine.c,L_time,5.40842,5.40842,0.01667,1,,,,,
5.425091,Engine.c,L_time,5.425091,5.425091,0.016671,1,,,,,
5.425091,Engine.c,L_transform,PlayerType4,253,-4693.449219,8672.145508,0.123834,,,,
