Time,CppFile,LogType,SourceType,SourceID,Team,Weapon,Damage,DestinationType,DestinationID,X,Y
2.365247,LevelState.c,L_string,Level Start,,,,,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,5,L_TeamEnemy,1204.69,3791.51,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,7,L_TeamEnemy,1326.56,3846.79,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,9,L_TeamEnemy,1084.19,3520.07,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,11,L_TeamEnemy,1439.76,3632.24,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,13,L_TeamEnemy,1172.73,3547.64,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,15,L_TeamEnemy,1280.1,3835.03,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,17,L_TeamEnemy,1068.04,3518.75,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,19,L_TeamEnemy,1393.2,3867.62,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,21,L_TeamEnemy,1174.68,3647.61,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,23,L_TeamEnemy,1267.46,3575.09,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,25,L_TeamEnemy,1113.7,3798.09,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,27,L_TeamEnemy,1120.64,3856.28,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,29,L_TeamEnemy,1101.71,3574.08,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,31,L_TeamEnemy,1212.27,3576.3,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,33,L_TeamEnemy,1062.16,3832.41,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,35,L_TeamEnemy,1144.2,3683.04,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,37,L_TeamEnemy,1230.98,3831,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,39,L_TeamEnemy,1412.09,3639.98,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,41,L_TeamEnemy,1419.34,3624.48,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,43,L_TeamEnemy,1270.02,3888.02,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,45,L_TeamEnemy,1095.94,3520.24,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,47,L_TeamEnemy,1171.11,3848.59,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,49,L_TeamEnemy,1451.31,3806.91,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,51,L_TeamEnemy,1446.09,3580.77,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,53,L_TeamEnemy,1206.65,3768.14,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,55,L_TeamEnemy,1083.06,3804.74,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,57,L_TeamEnemy,1329.7,3593.89,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,59,L_TeamEnemy,1070.08,3604.24,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,61,L_TeamEnemy,1220.12,3802.05,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,63,L_TeamEnemy,1363.98,3720.28,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,65,L_TeamEnemy,1126.95,3782.61,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,67,L_TeamEnemy,1147.1,3548.92,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,69,L_TeamEnemy,1360.56,3676.93,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,71,L_TeamEnemy,1435.03,3755.33,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,73,L_TeamEnemy,1061.65,3604.87,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,75,L_TeamEnemy,1297.55,3816.85,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,77,L_TeamEnemy,1089.75,3651.86,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,79,L_TeamEnemy,1155.31,3607.39,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,81,L_TeamEnemy,1393.82,3828.73,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,83,L_TeamEnemy,1214.93,3535.73,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,85,L_TeamEnemy,1427.32,3816.65,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,87,L_TeamEnemy,1304.69,3550.35,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,89,L_TeamEnemy,1170.3,3709.89,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,91,L_TeamEnemy,1373.66,3522.95,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,93,L_TeamEnemy,1321.09,3568.4,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,95,L_TeamEnemy,1316.57,3723.6,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,97,L_TeamEnemy,1419.96,3793.42,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,99,L_TeamEnemy,1386.87,3899.64,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,101,L_TeamEnemy,1267.35,3738.02,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,103,L_TeamEnemy,1460.74,3671.06,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,105,L_TeamEnemy,1199.1,3765.27,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,107,L_TeamEnemy,1214.22,3554.76,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,109,L_TeamEnemy,1381.2,3766.83,,,,
2.365247,LevelGenNormal.c,L_spawn,EnemySimple,111,L_TeamEnemy,1076.2,3730.27,,,,
